airfoil    clmax    cd0   cdc   clc   cm   m0   alpha0   alphaM
goe601 1.225200 0.014500 0.013080 0.500300 -0.063500 0.068087 -5.347933 17.500000
goe602m 1.265400 0.003320 0.000970 0.674200 -0.101700 0.083856 -6.039973 11.000000
goe604 1.541200 0.016630 0.015730 0.818600 -0.093800 0.090927 -7.002859 13.000000
goe610b 1.348700 0.040840 0.001970 0.699200 -0.093300 0.071966 -7.715764 13.500000
goe611 1.470900 0.040280 0.012510 0.858700 -0.116500 0.101322 -6.474983 9.500000
goe612 1.597700 0.018720 0.013000 0.804300 -0.118400 0.071145 -9.305081 18.000000
goe613 1.193700 0.030960 0.001220 0.688000 -0.090300 0.101026 -4.810122 9.500000
goe614 1.561500 0.016530 0.015850 0.812600 -0.119400 0.074188 -8.953219 15.000000
goe615 1.492800 0.036780 0.012770 0.842000 -0.115200 0.080045 -8.519062 13.500000
goe617 1.253200 0.011050 0.012450 0.689100 -0.083100 0.080988 -6.508681 15.000000
goe619 1.444200 0.015840 0.011660 0.758800 -0.113000 0.084567 -6.972803 13.000000
goe620 1.542800 0.019670 0.014390 0.886200 -0.140100 0.075224 -9.780888 15.000000
goe621 1.589100 0.018910 0.013020 0.807400 -0.118800 0.073516 -8.982675 17.000000
goe623 1.420100 0.015290 0.011050 0.646200 -0.083400 0.097763 -4.609865 11.500000
goe624 1.655000 0.019820 0.013510 0.763100 -0.100200 0.090158 -6.464070 14.500000
goe625 1.703800 0.021500 0.016830 0.873200 -0.124200 0.076086 -9.476414 16.500000
goe626 1.519000 0.019780 0.016970 0.810200 -0.133600 0.085620 -7.462742 13.000000
goe627 1.490400 0.015800 0.014490 0.803300 -0.094300 0.085461 -7.399653 15.000000
goe628 1.717600 0.016230 0.015240 0.784500 -0.103600 0.085906 -7.132087 15.000000
goe629 1.300000 0.015100 0.011180 0.673000 -0.098000 0.069217 -7.723092 17.000000
goe630 1.793500 0.046550 0.015140 0.902400 -0.139500 0.093007 -7.702481 12.500000
goe632 1.291800 0.019660 0.013950 0.808200 -0.099900 0.112027 -5.214315 9.000000
goe633 1.432600 0.015440 0.012850 0.674500 -0.069300 0.078263 -6.618359 17.000000
goe645 1.532200 0.014750 0.014270 0.693400 -0.084600 0.077528 -6.943891 16.000000
goe646 1.477000 0.016680 0.015110 0.738000 -0.117500 0.076594 -7.635205 15.000000
goe647 1.692000 0.017560 0.014030 0.782900 -0.096200 0.091537 -6.552779 14.000000
goe648 1.557800 0.014910 0.012870 0.702600 -0.082800 0.080567 -6.720728 16.000000
goe650 1.491000 0.018540 0.012800 0.721400 -0.117400 0.082071 -6.789954 14.500000
goe652 2.061000 0.025630 0.019750 1.299900 -0.253100 0.081535 -13.942820 17.000000
goe654 1.550600 0.036560 0.013520 0.780000 -0.096500 0.090687 -6.601044 13.000000
goe655 1.517400 0.016680 0.012370 0.718300 -0.089500 0.083467 -6.605831 14.500000
goe670 1.271700 0.017710 0.009860 0.654600 -0.094400 0.092924 -5.044456 12.500000
goe673 1.085600 0.012990 0.010060 0.590200 -0.087000 0.103053 -3.727171 8.000000
goe675 1.667800 0.024870 0.012670 0.883900 -0.139000 0.087138 -8.143738 14.000000
goe676 1.216100 0.010350 0.010960 0.490100 -0.047100 0.085331 -3.743500 14.000000
goe677 1.174100 0.011450 0.012550 0.480400 -0.039300 0.079480 -4.044288 15.500000
goe679 1.550500 0.017260 0.014980 0.787600 -0.110100 0.076276 -8.325703 16.500000
goe681 1.579700 0.015940 0.013070 0.787800 -0.104500 0.079703 -7.884232 16.500000
goe682 1.405900 0.022520 0.010730 0.713100 -0.101100 0.093778 -5.604147 11.500000
goe683 1.421400 0.014910 0.019000 0.729300 -0.075100 0.109315 -4.671522 11.000000
goe685 1.419300 0.015780 0.013380 0.663400 -0.098400 0.069179 -7.589623 17.000000
goe692 1.585700 0.019310 0.014000 0.816600 -0.130700 0.070500 -9.582979 17.500000
goe693 1.352400 0.015760 0.011350 0.638000 -0.092800 0.095015 -4.714742 11.500000
goe701 1.449300 0.021020 0.011910 0.809600 -0.122000 0.079630 -8.166984 14.500000
goe702 1.625000 0.018660 0.015160 0.627200 -0.060400 0.095681 -4.555098 14.000000
goe703 1.296100 0.013930 0.021020 0.741100 -0.079200 0.123018 -4.024313 9.000000
goe704 1.206900 0.012370 0.012720 0.516500 -0.044700 0.102326 -3.047597 11.500000
goe711 1.632500 0.047370 0.013880 0.874400 -0.130000 0.089500 -7.769832 13.000000
goe723 1.434400 0.020730 0.011910 0.742100 -0.115000 0.074088 -8.016435 15.000000
goe735 1.332200 0.017200 0.018840 0.696100 -0.050100 0.109776 -4.341095 10.500000
goe738 1.297000 0.012470 0.013900 0.443100 -0.018700 0.079231 -3.592524 17.500000
goe741 1.491400 0.019950 0.017120 0.649300 -0.044800 0.092988 -4.982604 15.000000
goe744 1.496700 0.057590 0.021860 0.595600 -0.020400 0.098455 -4.049454 12.500000
goe746 1.253800 0.029390 0.016790 0.466900 -0.009100 0.111817 -2.175558 9.500000
goe758 1.482300 0.019870 0.013330 0.741000 -0.101200 0.097941 -5.565799 11.500000
goe766 1.248900 0.010600 0.012650 0.460200 -0.025400 0.099038 -2.646725 14.000000
goe767 1.317300 0.010770 0.012640 0.396400 -0.012500 0.100994 -1.924995 14.000000
goe769 1.620200 0.025430 0.013310 0.673400 -0.062800 0.091425 -5.365600 14.500000
goe770 1.555700 0.016520 0.017260 0.537700 -0.035900 0.090400 -3.948009 15.000000
goe775 1.202300 0.013540 0.013600 0.141300 0.004000 0.078560 0.201375 18.000000
goe776 1.190600 0.015580 0.015800 0.181100 0.006100 0.078968 -0.293322 17.000000
goe777 1.428500 0.020780 0.020560 0.695200 -0.053300 0.101708 -4.835231 10.000000
goe796 1.375700 0.016190 0.011310 0.647700 -0.094200 0.088887 -5.286807 13.000000
goe797 1.570400 0.020460 0.014170 0.777100 -0.124700 0.072795 -8.675203 17.500000
goe798 1.690900 0.024140 0.017640 0.913700 -0.150300 0.079500 -9.493082 16.000000
goe801 1.638600 0.048690 0.013710 0.852900 -0.121800 0.083794 -8.178563 14.500000
goe802 1.638600 0.048690 0.013710 0.852900 -0.121800 0.083794 -8.178563 14.500000
goe802b 1.501800 0.052320 0.017260 0.874000 -0.118900 0.092931 -7.404851 11.500000
gs1 1.428600 0.015760 0.011960 0.703900 -0.106800 0.066841 -8.530957 17.500000
gu255118 1.395100 0.063600 0.065460 0.028000 -0.030900 0.084489 1.668598 17.000000
hh02 1.237200 0.013300 0.011130 0.316700 -0.002300 0.102483 -1.090276 12.500000
hobiesm 1.223600 0.012860 0.009830 0.676000 -0.101000 0.100800 -4.706349 8.500000
hq010 0.888500 0.010040 0.010050 0.224900 0.003100 0.110757 -0.030580 9.500000
hq09 0.733200 0.008930 0.008650 0.313200 -0.016900 0.110758 -0.827789 7.500000
hq1010 1.039400 0.010340 0.009790 0.302400 -0.027600 0.105692 -0.861153 10.000000
hq1012 1.123400 0.011620 0.011070 0.332400 -0.021700 0.092510 -1.593112 12.500000
hq108 0.891000 0.009180 0.008560 0.395400 -0.038700 0.111560 -1.544281 8.000000
hq109 0.963400 0.009760 0.008970 0.411900 -0.040400 0.111100 -1.707471 9.000000
hq1510 1.131200 0.010740 0.009620 0.460300 -0.049900 0.100915 -2.561247 11.000000
hq1511 1.187100 0.011190 0.010360 0.401500 -0.036800 0.097370 -2.123431 11.500000
hq1512 1.210900 0.011840 0.011040 0.397300 -0.035900 0.092434 -2.298180 12.500000
hq158 0.983900 0.009610 0.008700 0.449600 -0.051000 0.114630 -1.922184 8.500000
hq159 1.059700 0.000920 0.000920 0.437700 -0.046900 0.104391 -2.192878 9.500000
hq159b 1.054500 0.010200 0.009130 0.453900 -0.050800 0.107539 -2.220789 9.500000
hq2010 1.185400 0.011050 0.009680 0.514900 -0.063200 0.096689 -3.325328 11.500000
hq2012 1.250600 0.011940 0.011090 0.460700 -0.050000 0.088700 -3.193912 13.000000
hq208 1.086900 0.010330 0.009030 0.510700 -0.065100 0.109426 -2.667077 9.500000
hq209 1.145000 0.010760 0.009350 0.510100 -0.064000 0.104975 -2.859252 10.000000
hq2090sm 1.155600 0.010800 0.009360 0.509900 -0.064100 0.104942 -2.858890 10.000000
hq2195 1.242900 0.011490 0.009880 0.530300 -0.069300 0.102123 -3.192754 11.000000
hq2510 1.205800 0.013350 0.009920 0.569900 -0.076700 0.094931 -4.003322 11.000000
hq2511 1.270100 0.011770 0.010570 0.545900 -0.069500 0.085800 -4.362471 13.000000
hq2512 1.255100 0.011990 0.011210 0.526100 -0.064900 0.092807 -3.668745 12.000000
hq2590sm 1.286900 0.003020 0.001300 0.566700 -0.077700 0.096024 -3.901650 11.000000
hq259b 1.286600 0.014530 0.009940 0.586600 -0.083000 0.102254 -3.736704 11.000000
hq300gd2 1.502900 0.019050 0.019130 0.626500 -0.072900 0.090260 -4.941059 13.000000
hq3010 1.280000 0.016260 0.010300 0.627100 -0.089700 0.088448 -5.090019 12.500000
hq3011 1.303900 0.015300 0.010640 0.624000 -0.087700 0.095600 -4.527197 11.000000
hq3012 1.353800 0.014420 0.011570 0.592900 -0.080200 0.086607 -4.845875 13.000000
hq3013 1.371800 0.012970 0.012370 0.602000 -0.082100 0.083381 -5.219849 14.500000
hq3014 1.374100 0.013190 0.013130 0.595300 -0.079900 0.079641 -5.474777 15.000000
hq3015 1.383700 0.013720 0.013860 0.596000 -0.079600 0.076417 -5.799346 16.000000
hq309 1.259900 0.016470 0.009920 0.631300 -0.091800 0.100392 -4.288350 10.500000
hq3510 1.309700 0.021250 0.010410 0.690600 -0.103700 0.086207 -6.010960 12.500000
hq3512 1.396400 0.016790 0.011370 0.655100 -0.093200 0.091557 -5.155094 12.000000
hq3513 1.431500 0.017590 0.012310 0.655200 -0.092900 0.085432 -5.669234 13.500000
hq3514 1.438900 0.017020 0.013440 0.667300 -0.096100 0.083200 -6.020433 14.000000
hq3518 1.518700 0.015350 0.016350 0.648400 -0.090700 0.074354 -6.720463 17.500000
hq359 1.308100 0.024250 0.010140 0.693000 -0.105500 0.096215 -5.202590 11.000000
hsnlf213 1.148800 0.020770 0.021030 0.274700 -0.003100 0.094143 -0.917906 12.000000
ht12 0.754200 0.006720 0.008050 0.226600 0.002000 0.108989 -0.079100 9.000000
ht22 0.932100 0.006750 0.008500 0.306900 -0.007300 0.109781 -0.795567 8.500000
isa571 1.218400 0.004450 0.001310 0.668100 -0.076400 0.099688 -4.701910 10.500000
isa960 1.400100 0.015400 0.013790 0.770700 -0.088300 0.090846 -6.483573 11.000000
isa961 1.414900 0.016990 0.011130 0.795100 -0.091900 0.090962 -6.741057 11.000000
isa962 1.600900 0.038470 0.011090 0.821600 -0.092200 0.083418 -7.849172 14.500000
j5012 0.990600 0.012060 0.011820 0.360800 -0.023700 0.119352 -1.022991 10.500000
joukowsk 1.182200 0.010100 0.010290 0.202200 0.008900 0.105869 0.090092 12.500000
k1 1.288600 0.015310 0.013450 0.502300 -0.082100 0.108892 -2.612814 11.000000
k2 0.844000 0.017330 0.017330 0.042800 0.004000 0.064090 1.332189 18.000000
k3 1.406600 0.025810 0.017580 0.679500 -0.121000 0.100707 -4.747319 13.500000
k3311 1.256800 0.015950 0.010580 0.628400 -0.084400 0.076733 -6.189401 13.500000
k3311sm 1.272400 0.015480 0.010560 0.627900 -0.085000 0.077463 -6.105858 14.000000
kc135a 1.145300 0.013450 0.013510 0.350600 -0.013400 0.071342 -2.914349 17.000000
kc135b 1.108500 0.011620 0.012180 0.362600 -0.017400 0.079020 -2.588712 13.500000
kc135c 1.038100 0.014490 0.011030 0.472800 -0.041900 0.090783 -3.208046 10.000000
l188root 1.338100 0.014130 0.013690 0.450400 -0.054400 0.088800 -3.072072 14.000000
l188tip 1.340800 0.015090 0.013600 0.584100 -0.090500 0.092228 -4.333246 13.000000
l7769 1.461000 0.022100 0.018860 0.508400 -0.035500 0.109807 -2.629924 11.500000
la2573a 1.344400 0.021200 0.019270 0.467000 -0.013600 0.109457 -2.266510 12.000000
lds2 1.284500 0.011240 0.010890 0.580000 -0.070700 0.087077 -4.660739 13.500000
lg10sc 1.270400 0.000980 0.001050 0.412400 -0.022900 0.105314 -1.915898 13.000000
ls013 1.052300 0.015270 0.014370 0.203800 0.006000 0.102915 0.019732 11.000000
ls413 1.486800 0.014670 0.014700 0.656200 -0.096100 0.090237 -5.271959 13.500000
ls413mod 1.511100 0.011950 0.013120 0.636100 -0.076200 0.086739 -5.333461 14.500000
ls417 1.545300 0.018630 0.021200 0.614600 -0.086600 0.080378 -5.646335 16.500000
ls417mod 1.651300 0.014810 0.019060 0.550800 -0.055500 0.090817 -4.064966 16.000000
ls421 1.544800 0.026230 0.028900 0.477300 -0.071600 0.075128 -4.353140 18.000000
ls421mod 1.570900 0.017040 0.020750 0.629300 -0.057700 0.076160 -6.262868 18.000000
lwk79100 0.962000 0.009960 0.009730 0.215800 0.004600 0.109067 0.021394 10.000000
lwk80120k25 0.918300 0.016190 0.015110 0.217400 0.002600 0.103725 -0.095927 10.000000
lwk80150k25 1.008800 0.022440 0.021340 0.162100 0.010900 0.089648 0.191822 12.500000
m10 0.907300 0.011500 0.008570 0.399100 -0.031800 0.108900 -1.664830 7.500000
m11 1.049300 0.012610 0.009380 0.478800 -0.045100 0.109150 -2.386624 10.000000
m12 1.254800 0.010480 0.011120 0.493000 -0.048800 0.087182 -3.654849 14.500000
m13 1.084100 0.029180 0.009930 0.524200 -0.054800 0.103133 -3.082741 8.000000
m15 1.338000 0.019620 0.012210 0.622500 -0.068800 0.105984 -3.873528 10.500000
m17 1.242600 0.025780 0.011670 0.521100 -0.040100 0.095193 -3.474165 11.500000
m18 1.347100 0.025450 0.013240 0.585900 -0.054100 0.110560 -3.299385 10.500000
m2 0.755100 0.008970 0.008620 0.269600 -0.007400 0.110189 -0.446695 7.500000
m20 1.404900 0.050040 0.016360 0.603600 -0.054800 0.080900 -5.461063 13.000000
m21 1.523100 0.046680 0.017680 0.630800 -0.055100 0.108208 -3.829514 11.000000
m24 1.431200 0.031030 0.006090 0.553300 -0.029300 0.110573 -3.003946 10.500000
m25 1.215000 0.044190 0.007560 0.647900 -0.052700 0.110621 -3.856932 7.500000
m27 1.593900 0.069360 0.025670 0.718200 -0.060800 0.108376 -4.626928 10.500000
m3 1.012400 0.011640 0.011160 0.325400 -0.016600 0.115088 -0.827402 10.500000
m5 1.051300 0.009930 0.010450 0.354200 -0.010900 0.102374 -1.459866 10.000000
m6 1.221800 0.011770 0.012660 0.466200 -0.031400 0.086170 -3.410255 14.500000
m665 0.928900 0.009190 0.009550 0.437300 -0.034800 0.114579 -1.816582 8.500000
m685 1.121100 0.011100 0.011440 0.537100 -0.050600 0.097022 -3.535845 11.500000
m7 1.220500 0.035100 0.013790 0.418000 -0.002300 0.103844 -2.025251 11.500000
m8 1.752900 0.065940 0.020020 0.769000 -0.065300 0.096806 -5.943702 14.000000
m9 1.654900 0.056460 0.017800 0.712200 -0.059700 0.098480 -5.231925 13.500000
marske1 1.331300 0.016190 0.014680 0.351300 0.022800 0.109359 -1.212367 12.500000
marske2 1.318000 0.011410 0.015640 0.538500 -0.017300 0.096807 -3.562620 13.000000
marske3 1.345700 0.013100 0.015630 0.529400 -0.013500 0.097693 -3.418998 13.000000
marske4 1.304700 0.012830 0.015330 0.489700 -0.007500 0.101133 -2.842123 13.000000
marske5 1.134200 0.015130 0.018090 0.578600 -0.013500 0.096511 -3.995165 11.500000
mb253515sm 1.114900 0.012260 0.013740 0.552600 -0.058300 0.068246 -6.097212 15.500000
mh102 1.444800 0.014540 0.013440 0.515400 -0.051500 0.083106 -4.201751 16.000000
mh104 1.263700 0.011890 0.014070 0.431000 -0.018100 0.110326 -1.906607 11.500000
mh106 1.087700 0.011040 0.012760 0.351800 -0.006700 0.107846 -1.262054 11.000000
mh108 1.163800 0.010440 0.011990 0.369900 -0.009000 0.107081 -1.454379 11.500000
mh110 0.984500 0.010980 0.011440 0.302800 0.008700 0.111544 -0.714624 10.500000
mh113 1.798400 0.024870 0.014240 1.050900 -0.182700 0.079100 -11.285714 15.000000
mh114 1.748200 0.041420 0.013450 1.044800 -0.184900 0.083207 -10.556686 13.500000
mh115 1.608300 0.025660 0.011890 0.930200 -0.159300 0.083910 -9.085730 13.500000
mh116 1.315100 0.015860 0.011000 0.728900 -0.117600 0.080413 -7.064417 13.000000
mh117 1.255500 0.011660 0.009920 0.559700 -0.073500 0.091083 -4.144961 12.500000
mh120 1.127000 0.012280 0.010890 0.666300 -0.091700 0.082497 -6.076701 12.500000
mh18 1.080600 0.011960 0.012480 0.532700 -0.053100 0.112248 -2.745758 8.500000
mh20 1.000300 0.009650 0.010360 0.417500 -0.028500 0.100122 -2.169924 9.500000
mh200 1.205400 0.014800 0.015020 0.441400 -0.051300 0.084973 -3.194571 13.000000
mh201 1.384200 0.014210 0.013510 0.567900 -0.077600 0.084688 -4.705772 15.000000
mh38 1.275500 0.014410 0.011410 0.656000 -0.096600 0.086277 -5.603424 11.000000
mh42 1.089900 0.008680 0.009390 0.424300 -0.034900 0.099744 -2.253890 10.500000
mh43 1.047400 0.008580 0.009340 0.403100 -0.031600 0.100425 -2.013941 10.000000
mh44 1.122800 0.009100 0.009200 0.403700 -0.026300 0.102085 -1.954563 11.500000
mh45 1.181400 0.009370 0.009590 0.362000 -0.013300 0.098317 -1.681958 12.500000
mh46 1.065400 0.008650 0.009210 0.390700 -0.025800 0.101984 -1.830993 10.500000
mh49 0.982000 0.012430 0.012280 0.212500 0.022400 0.109892 0.066289 11.000000
mh60 1.151200 0.009600 0.009680 0.376800 -0.016600 0.099557 -1.784761 12.000000
mh61 1.008100 0.010150 0.010180 0.350600 -0.014400 0.102750 -1.412165 10.000000
mh62 1.103800 0.009070 0.009300 0.366800 -0.017900 0.099962 -1.669411 11.000000
mh70 1.393700 0.012420 0.010360 0.554800 -0.056300 0.089106 -4.226275 14.000000
mh78 1.227300 0.014430 0.015440 0.437600 0.009800 0.108970 -2.015771 11.500000
mh80 1.480900 0.011880 0.013010 0.442600 -0.003500 0.102273 -2.327644 14.500000
mh81 1.548600 0.011590 0.013030 0.482800 -0.013000 0.101994 -2.733615 14.500000
mh82 1.626300 0.016400 0.013220 0.522900 -0.022300 0.099352 -3.263131 15.000000
mh83 1.781300 0.038570 0.013790 0.680600 -0.063300 0.106994 -4.361131 13.500000
mh84 1.752000 0.017510 0.013050 0.680800 -0.066500 0.100327 -4.785792 14.500000
mh91 1.298400 0.013110 0.014440 0.296100 0.022300 0.094223 -1.142550 15.500000
mh92 1.287800 0.013680 0.015030 0.278400 0.027800 0.094714 -0.939367 15.500000
mh93 1.273100 0.014280 0.015740 0.276000 0.030400 0.090162 -1.061151 16.500000
mh94 1.335500 0.014160 0.012410 0.423000 -0.039800 0.094074 -2.496447 15.500000
mh95 1.324600 0.015980 0.014490 0.400100 -0.024800 0.089314 -2.479725 16.500000
miley 1.431400 0.044900 0.033090 0.560100 -0.060900 0.102442 -3.467502 11.000000
mrc-16 1.321800 0.012540 0.011810 0.671100 -0.087900 0.091697 -5.318705 12.500000
mrc-20 1.191200 0.007650 0.001880 0.543400 -0.064900 0.085452 -4.359113 12.000000
ms313 1.503200 0.014970 0.013450 0.553700 -0.066800 0.098794 -3.604617 13.500000
ms317 1.525800 0.017670 0.017360 0.539600 -0.060200 0.091382 -3.904895 14.500000
mue139 1.588700 0.039150 0.014110 0.688600 -0.069600 0.088671 -5.765822 15.000000
n0009sm 0.889100 0.010190 0.009030 0.382100 -0.031300 0.114713 -1.330920 10.000000
n0011sc 0.958300 0.019070 0.013760 0.567700 -0.066800 0.143191 -1.964637 9.000000
n0012 1.101500 0.010210 0.010680 0.308200 -0.012000 0.109836 -0.806009 12.000000
n10 1.375800 0.015930 0.012020 0.804200 -0.080400 0.099173 -6.109084 9.000000
n11 1.440500 0.018940 0.011460 0.851200 -0.098900 0.097374 -6.741561 9.500000
n12 0.916500 0.010940 0.011000 0.419400 -0.035600 0.123545 -1.394702 9.500000
n13 0.997600 0.012080 0.011850 0.376000 -0.029800 0.121431 -1.096415 11.000000
n14 1.011400 0.012870 0.012270 0.420800 -0.036000 0.120776 -1.484136 10.500000
n1h15 1.319600 0.050970 0.052250 0.129800 -0.021500 0.086018 0.491017 16.000000
n22 1.512800 0.015030 0.012450 0.865100 -0.087400 0.086900 -7.955121 12.000000
n24 1.676500 0.017030 0.015630 0.979300 -0.088400 0.092950 -8.535772 12.000000
n2414 1.328300 0.011580 0.011250 0.561200 -0.067600 0.082356 -4.814355 16.000000
n2415 1.333700 0.011820 0.011950 0.539900 -0.061600 0.079746 -4.770250 16.500000
n5h10 1.002500 0.014910 0.013490 0.505700 -0.039900 0.097264 -3.199271 10.000000
n5h15 1.160700 0.018540 0.016730 0.653500 -0.061600 0.126130 -3.181162 8.000000
n63010a 0.759900 0.009810 0.009910 0.281200 -0.009800 0.115400 -0.436742 7.500000
n63015a 1.037500 0.012470 0.012630 0.214500 0.002600 0.096021 -0.233876 12.000000
n63215 1.195600 0.013570 0.013820 0.383800 -0.036300 0.088800 -2.322072 13.000000
n63215b 1.339700 0.013550 0.012540 0.390300 -0.019300 0.092000 -2.242391 14.500000
n63412 1.266800 0.011260 0.012000 0.524400 -0.069500 0.093962 -3.581007 11.000000
n63415 1.315200 0.013400 0.014080 0.545500 -0.073100 0.080436 -4.781759 14.500000
n64012 0.856200 0.011620 0.011810 0.211900 0.003000 0.102988 -0.057517 8.500000
n64012a 0.850100 0.010910 0.011290 0.216100 0.003000 0.104565 -0.066663 8.500000
n64015 1.049100 0.013630 0.013950 0.222800 -0.000600 0.097304 -0.289723 11.500000
n64015a 1.008200 0.012850 0.013110 0.215500 0.001300 0.097760 -0.204378 11.500000
n6409 1.475700 0.051170 0.011120 0.888100 -0.147000 0.072331 -10.278234 14.000000
n64110 0.834300 0.010400 0.010310 0.281000 -0.012500 0.101538 -0.767424 7.500000
n64212 1.061700 0.011780 0.011940 0.371300 -0.034600 0.098126 -1.783898 9.500000
n64212ma 1.421500 0.018890 0.011530 0.446600 -0.028900 0.083462 -3.350934 15.000000
n64212mb 1.373600 0.011710 0.013480 0.344800 -0.012800 0.098845 -1.488284 13.500000
n64215 1.160000 0.013930 0.014250 0.382800 -0.037500 0.089883 -2.258881 12.500000
n6h15 1.324800 0.025400 0.032550 0.725900 -0.077500 0.129219 -3.617593 8.500000
n6h20 1.203100 0.062450 0.065370 -0.049500 0.028600 0.085394 2.579665 17.000000
n8h12 1.212600 0.014160 0.013180 0.484300 -0.020600 0.080217 -4.037363 15.500000
n9 1.291300 0.012510 0.010060 0.674700 -0.062600 0.099080 -4.809649 10.500000
naca0008 0.738900 0.008330 0.008110 0.286600 -0.013000 0.112989 -0.536533 7.000000
naca0010 0.959200 0.010040 0.009160 0.315000 -0.016400 0.111200 -0.832734 10.000000
naca001064 0.856400 0.013340 0.010630 0.385900 -0.032200 0.121229 -1.183243 8.500000
naca001065 0.872300 0.016640 0.012620 0.443000 -0.045600 0.137910 -1.212240 8.000000
naca001066 0.945400 0.020850 0.020730 0.237700 -0.006800 0.158853 0.503645 8.000000
naca001264 0.957700 0.015780 0.013010 0.366400 -0.026300 0.123292 -0.971815 10.000000
naca0015 1.195600 0.010740 0.011820 0.224700 0.005500 0.096165 -0.336616 15.000000
naca0018 1.217100 0.011970 0.012710 0.211900 0.006400 0.081236 -0.608453 17.500000
naca0021 1.202400 0.013460 0.013910 0.207600 0.005800 0.077815 -0.667866 18.000000
naca0024 1.203300 0.015050 0.015390 0.202400 0.005800 0.077549 -0.609972 17.500000
naca1410 1.098800 0.009920 0.009000 0.403700 -0.037900 0.112025 -1.603660 10.500000
naca1412 1.224400 0.010290 0.010140 0.438500 -0.042400 0.106814 -2.105275 12.500000
naca16018 1.187100 0.038040 0.037260 0.255100 -0.013000 0.128022 0.007377 11.500000
naca16021 1.224600 0.046420 0.046020 0.167500 -0.005000 0.097193 0.276627 13.500000
naca23012 1.307200 0.009830 0.011450 0.455600 -0.024900 0.103206 -2.414453 13.500000
naca23112 1.318300 0.009830 0.012280 0.443800 -0.016500 0.091369 -2.857245 13.250000
naca2410 1.241500 0.010790 0.009270 0.494900 -0.058800 0.107400 -2.608007 11.500000
naca2411 1.258700 0.013150 0.009870 0.595800 -0.079500 0.092573 -4.435979 13.000000
naca2414 1.543700 0.006940 0.006240 0.456300 -0.048000 0.089248 -3.112720 16.500000
naca4415 1.380000 0.016350 0.012450 0.795400 -0.119500 0.077048 -8.323370 15.000000
naca63206 0.964500 0.007070 0.009770 0.347100 -0.025000 0.059330 -3.850329 18.000000
naca63209 0.906500 0.009870 0.009240 0.413900 -0.042900 0.111305 -1.718602 7.500000
naca632615 1.423400 0.012680 0.014530 0.704400 -0.109500 0.072606 -7.701716 15.500000
naca632a015 1.195800 0.012530 0.012430 0.328000 -0.002500 0.071132 -2.611173 17.000000
naca633018 1.147400 0.015640 0.015750 0.225300 -0.000800 0.082708 -0.724038 16.500000
naca633218 1.224700 0.014240 0.014970 0.356400 -0.028300 0.073610 -2.841717 17.500000
naca633418 1.330100 0.015810 0.016360 0.542200 -0.071300 0.069897 -5.757080 17.500000
naca633618 1.408700 0.015220 0.016840 0.697500 -0.106200 0.101312 -4.884673 10.500000
naca634221 1.187800 0.018090 0.018480 0.378700 -0.035200 0.068975 -3.490395 18.000000
naca634421 1.293700 0.018440 0.018630 0.534300 -0.068400 0.104038 -3.135601 12.000000
naca6412 1.588500 0.022900 0.012220 0.879000 -0.141400 0.100362 -6.758335 11.000000
naca642215 1.160000 0.013930 0.014250 0.382800 -0.037500 0.089883 -2.258881 12.500000
naca642415 1.287000 0.013510 0.014590 0.540500 -0.073800 0.081919 -4.598001 14.000000
naca643218 1.189200 0.016340 0.016770 0.379200 -0.037000 0.077312 -2.904816 15.000000
naca643418 1.312700 0.016670 0.016940 0.539300 -0.072500 0.070011 -5.703127 17.000000
naca643618 1.390800 0.015190 0.017380 0.693500 -0.107200 0.063010 -9.006189 18.000000
naca644221 1.173300 0.019290 0.019890 0.365600 -0.034900 0.066940 -3.461607 18.000000
naca644421 1.250100 0.019870 0.020150 0.519500 -0.068100 0.106661 -2.870577 9.500000
naca64a010 0.722900 0.010150 0.010420 0.303900 -0.015100 0.122322 -0.484422 7.000000
naca651212a06 0.996400 0.012480 0.013760 0.362000 -0.031000 0.095929 -1.773608 9.000000
naca651412 1.168900 0.011910 0.013570 0.521000 -0.073400 0.091635 -3.685614 9.500000
naca65210 0.840900 0.011740 0.011510 0.358700 -0.033200 0.100811 -1.558140 7.000000
naca652215 1.111400 0.015940 0.016150 0.361700 -0.035100 0.092029 -1.930301 12.000000
naca652415 1.226000 0.014460 0.016520 0.507900 -0.069700 0.082552 -4.152506 12.500000
naca652415a05 1.263300 0.014570 0.018680 0.450100 -0.047900 0.075762 -3.941009 14.000000
naca653218 1.116200 0.019150 0.019540 0.350700 -0.033100 0.078800 -2.450508 14.500000
naca66210 0.775000 0.016190 0.015890 0.373600 -0.041100 0.109953 -1.397817 6.500000
naca662415 1.189400 0.027380 0.027810 0.141600 -0.007100 0.086259 0.358437 12.000000
naca663218 1.006100 0.033530 0.034240 -0.062800 0.029500 0.075313 2.833850 13.500000
naca663418 1.133900 0.035310 0.035310 0.043400 0.009600 0.085365 1.491593 15.000000
naca664221 1.028600 0.049590 0.045380 -0.051000 0.037000 0.081281 2.627452 17.000000
naca671215 1.092000 0.033740 0.033040 0.251900 -0.019000 0.120296 -0.093996 11.500000
naca747a315 1.159000 0.015580 0.018170 0.526800 -0.036200 0.074076 -5.111570 15.000000
naca747a415 1.186200 0.014680 0.017480 0.593900 -0.052700 0.070229 -6.456571 15.000000
